COUNTRYCODE,IIN,CLASSIC_PLATINUM, CONS_CORP_BIN,INTERCHANGE_RATE,INTERCHANGE_PERCENT_RATE,INTERCHANGE_FLAT_RATE,ISSUING_BANK,CARD_SCHEME_BIN,CRED_DEB_BIN,KEY,$COST
US,447275,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Federal Savings Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,420477,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,TruWest Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,415539,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Teachers Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,401674,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Community Bank and Trust of Florida,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,464754,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Bank of Labor,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,485340,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Prepaid,0.01750,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,435663,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Integrity Bank & Trust,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,432315,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Noble Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,460722,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Credit Union 1,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,432862,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Centier Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,454373,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Firefighters First Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,470406,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,State Department Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,475869,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Idaho Central Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,425142,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,First South Financial Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,447441,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Colorado Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,409239,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,ICBA Bancard,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,424721,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Pacific Marine Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,442939,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,First Community Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,479455,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Keypoint Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,410870,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,The Fidelity Deposit and Discount Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,409283,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Northrop Grumman Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,415503,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Nassau Financial Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,466186,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Seacoast National Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,468426,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,United Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,460753,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,J.S.C. Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,468271,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Prepaid,0.01750,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,405385,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Mountain America Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,403240,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Freedom Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,473099,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,The Bancorp Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,479104,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Lanco Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,445208,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,OneAZ Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,412938,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Great Lakes Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,445400,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,ProFed Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,415710,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Houston Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,415324,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Silver State Schools Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,422866,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Capitol Federal Savings Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,443651,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Assemblies of God Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,433614,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,ITS Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,415469,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Red Canoe Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,479144,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Georgia United Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,486310,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Corefirst Bank & Trust,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,473813,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Alpine Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,468451,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,American Airlines Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,419090,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Tennessee State Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,475649,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Anheuser-Busch Employees Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,480648,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Cornerstone Financial Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,409220,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Institution for Savings in Newburyport and its Vicinity,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,428917,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,TBA Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,441482,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Pima Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,466187,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Allegacy Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,440182,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Union Bank and Trust Company,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,433100,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Edwards Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,499140,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Fairwinds Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,445469,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,First & Farmers National Bank Inc.,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,480158,CLASSIC,CONSUMER,VI Consumer CPS ECommerce Basic Prepaid,0.01750,0.20,Citibank National Association,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,443292,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Oregon State Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,447954,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Beneficial Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,473147,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Servisfirst Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,481941,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Members First Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,420080,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Cascade Central Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,432318,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,St. Cloud Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,460223,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Cyprus Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,484614,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Polish & Slavic Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,449244,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Clark County Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,480380,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Heritage Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,406662,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,First State Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,421077,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Greylock Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,423578,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Freedom Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,401119,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Kern Schools Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,460718,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Members Heritage Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,443081,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Bar Harbor Bank & Trust,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,430644,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Firstlight Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,414094,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Hawaii State Federal Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,440371,CLASSIC,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,Alliance Credit Union,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.2175
US,410463,PLATINUM,CONSUMER,VI Consumer EIRF Debit,0.01750,0.20,1ST United Services Credit Union,VISA,DEBIT,VISADEBITCONSUMERPLATINUM,0.2175
US,511344,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,CITIBANK N.A. ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511165,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,BOFI FEDERAL BANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,533248,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,COMERICA BANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511317,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,METABANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511516,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,REGIONS BANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,531106,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,BANCORP BANK THE,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,527368,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,GREEN DOT BANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,544543,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,SUNRISE BANKS NATIONAL ASSOCIATION,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,532828,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,FIFTH THIRD BANK THE,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,529263,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,METABANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,527395,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,GREEN DOT BANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511560,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,BANK OF AMERICA NATIONAL ASSOCIATION,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,524905,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,GREEN DOT BANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,533248,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,COMERICA BANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511516,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,REGIONS BANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511344,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,CITIBANK N.A.,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511317,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,METABANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511521,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,FIRST COVENANT BANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,544679,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,COMERICA BANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511165,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,BOFI FEDERAL BANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,516347,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,METABANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511478,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,BANCORP BANK THE,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,511440,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,METABANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,531108,CLASSIC,CONSUMER,MC Consumer Merit 1 Prepaid,0.01760,0.20,METABANK,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2176
US,401524,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank ,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,491288,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,U.S. Bank National Association ,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,424751,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank ,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,435887,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,420485,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,494160,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,414224,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,441850,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,404537,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,441692,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,403995,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,484718,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,437303,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Green Dot Bank DBA Bonneville Bank ,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,476972,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,BofI Federal Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,417947,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metropolitan Commercial Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,402407,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Navy Federal Credit Union,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,451440,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,MB Financial Bank National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,401524,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,478499,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,447913,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,428191,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,U.S. Bank National Association,VISA,CREDIT,VISACREDITCONSUMERCLASSIC,0.218
US,441850,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,407444,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Sunrise Banks National Association,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,442743,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Bank of America National Association,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,425032,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Green Dot Bank DBA Bonneville Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,420485,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,480158,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Citibank National Association,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,494160,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,437303,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Green Dot Bank DBA Bonneville Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,414224,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,430234,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Axiom Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,402711,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,484718,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,440393,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Sutton Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,414397,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Green Dot Bank DBA Bonneville Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,441694,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,416994,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,BofI Federal Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,426752,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,456534,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,The Bancorp Bank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,403995,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,410489,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,472777,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,468271,CLASSIC,CONSUMER,VI Consumer EIRF Prepaid,0.01800,0.20,Metabank,VISA,DEBIT,VISADEBITCONSUMERCLASSIC,0.218
US,557134,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,CITIBANK N.A. ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,519837,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,LAKE FOREST BANK & TRUST COMPANY ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,557125,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,CITIBANK N.A. ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,519667,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,SUNTRUST BANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,557281,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,CITIBANK N.A. ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,557127,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,CITIBANK N.A. ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,557216,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,FIRST HAWAIIAN BANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,529265,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,ALLY BANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,542179,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,COMERICA BANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
US,534740,CLASSIC,CONSUMER,MC Regulated Debit Plus Fraud Adjustment,0.00050,0.22,HUNTINGTON NATIONAL BANK ,MASTERCARD,DEBIT,MASTERCARDDEBITCONSUMERCLASSIC,0.2205
